t Pi r1 r2
628200 3.144963 0.320344 0.115056
628300 3.144959 0.987920 0.179888
628400 3.144925 2.157461 0.295348
628500 3.144945 1.140233 0.370860
628600 3.144911 0.689093 0.321841
628700 3.144892 0.804551 0.074253
628800 3.144818 1.424701 0.096862
628900 3.144799 1.778818 0.871823
629000 3.144835 2.842090 0.818715
629100 3.144832 1.731048 0.428670
629200 3.144813 2.582049 0.697810
629300 3.144755 1.170220 0.817301
629400 3.144696 1.951402 0.284704
629500 3.144654 1.569537 0.060762
629600 3.144722 2.840839 0.584002
629700 3.144711 2.373674 0.341941
629800 3.144613 2.273344 0.189317
629900 3.144602 2.636540 0.022402
630000 3.144662 2.812254 0.637501
630100 3.144659 2.114697 0.510882
630200 3.144718 0.062686 0.856240
630300 3.144692 0.117298 0.785575
630400 3.144642 2.227378 0.832467
630500 3.144638 1.042125 0.103696
630600 3.144667 2.832746 0.554263
630700 3.144656 2.374482 0.292604
630800 3.144621 1.619005 0.399164
630900 3.144579 3.118835 0.764190
631000 3.144607 0.454755 0.136063
631100 3.144659 0.003002 0.059838
631200 3.144695 2.887145 0.327806
631300 3.144621 0.062428 0.910393
631400 3.144602 0.754847 0.877853
631500 3.144521 2.062971 0.941817
631600 3.144518 0.928017 0.699042
631700 3.144546 2.368981 0.508431
631800 3.144598 2.633415 0.239346
631900 3.144603 2.136867 0.437504
632000 3.144592 1.989150 0.875232
632100 3.144573 1.659024 0.329971
632200 3.144609 1.562567 0.516034
632300 3.144629 0.871522 0.488924
632400 3.144587 1.423845 0.200529
632500 3.144615 0.751971 0.106552
632600 3.144596 2.921112 0.623859
632700 3.144601 0.874420 0.882171
632800 3.144582 1.865385 0.347606
632900 3.144579 0.470713 0.765538
633000 3.144615 2.727799 0.623804
633100 3.144573 0.884911 0.549654
633200 3.144562 1.076587 0.593760
633300 3.144520 1.217130 0.976423
633400 3.144485 1.692435 0.951347
633500 3.144498 2.147323 0.340688
633600 3.144495 1.769939 0.201827
633700 3.144476 0.900012 0.501314
633800 3.144512 1.169146 0.322530
633900 3.144517 0.172433 0.296269
634000 3.144521 0.680099 0.426517
634100 3.144487 1.317849 0.890626
634200 3.144453 1.641973 0.963290
634300 3.144442 1.766327 0.939055
634400 3.144423 0.817265 0.506515
634500 3.144444 1.369562 0.832997
634600 3.144487 2.998724 0.844210
634700 3.144438 0.260435 0.330684
634800 3.144419 2.773149 0.040764
634900 3.144455 0.071358 0.802528
635000 3.144405 2.464881 0.302760
635100 3.144418 0.692968 0.091731
635200 3.144461 0.797054 0.769649
635300 3.144466 1.843728 0.428365
635400 3.144432 1.226383 0.447402
635500 3.144475 1.868137 0.301570
635600 3.144534 0.206687 0.563577
635700 3.144593 2.872957 0.997539
635800 3.144606 2.403940 0.963327
635900 3.144572 2.317839 0.736467
636000 3.144592 3.132782 0.621863
636100 3.144542 1.242346 0.293187
636200 3.144562 0.066977 0.932828
636300 3.144645 0.180174 0.186882
636400 3.144642 1.662389 0.034297
636500 3.144600 2.388055 0.763725
636600 3.144581 0.305146 0.771634
636700 3.144593 0.925153 0.928323
636800 3.144559 0.746914 0.168958
636900 3.144548 3.010058 0.369142
637000 3.144561 1.191090 0.763742
637100 3.144589 2.551318 0.974265
637200 3.144609 2.937871 0.840831
637300 3.144567 0.316800 0.654105
637400 3.144556 0.360668 0.109862
637500 3.144584 2.365157 0.293642
637600 3.144597 1.759140 0.348150
637700 3.144586 1.034138 0.381228
637800 3.144575 1.445571 0.801773
637900 3.144541 1.582916 0.119504
638000 3.144553 0.298829 0.199359
638100 3.144558 2.657261 0.955658
638200 3.144640 1.519989 0.460695
638300 3.144691 2.985654 0.607399
638400 3.144642 0.409861 0.594416
638500 3.144592 1.862253 0.175459
638600 3.144535 3.117015 0.397825
638700 3.144485 1.943266 0.713080
638800 3.144560 2.329634 0.687106
638900 3.144611 2.136135 0.719039
639000 3.144538 2.289558 0.872574
639100 3.144581 0.632246 0.926064
639200 3.144594 1.974800 0.807440
639300 3.144567 1.268968 0.944873
639400 3.144626 1.951159 0.041728
639500 3.144608 0.222100 0.738249
639600 3.144574 3.126782 0.653252
639700 3.144563 2.530424 0.005742
639800 3.144598 1.371859 0.324096
639900 3.144510 0.614474 0.481761
640000 3.144515 1.100526 0.304665
640100 3.144520 2.494511 0.860862
640200 3.144501 0.848595 0.596119
640300 3.144436 1.428416 0.163987
640400 3.144456 1.729651 0.527174
640500 3.144469 0.898716 0.298366
640600 3.144404 0.420617 0.586992
640700 3.144355 0.896493 0.564047
640800 3.144344 2.687178 0.194531
640900 3.144341 1.051194 0.430321
641000 3.144284 0.486448 0.763625
641100 3.144204 2.453734 0.735835
641200 3.144316 1.800851 0.260337
641300 3.144283 0.157888 0.434827
641400 3.144341 0.656388 0.782416
641500 3.144369 0.721154 0.836247
641600 3.144366 3.017117 0.028421
641700 3.144332 0.991141 0.946467
641800 3.144344 1.610746 0.234677
641900 3.144372 0.853690 0.915135
642000 3.144361 0.524733 0.413487
642100 3.144412 0.553930 0.850300
642200 3.144402 1.489221 0.514404
642300 3.144391 2.678371 0.882093
642400 3.144334 1.893073 0.375723
642500 3.144323 1.620730 0.773604
642600 3.144359 1.463931 0.365324
642700 3.144371 2.811586 0.536260
642800 3.144353 2.198473 0.674515
642900 3.144388 3.038009 0.804428
643000 3.144400 0.535396 0.821579
643100 3.144359 2.954711 0.326155
643200 3.144333 0.439828 0.814474
643300 3.144422 0.689552 0.478279
643400 3.144457 2.943432 0.372109
643500 3.144454 2.503596 0.484023
643600 3.144390 3.020855 0.942401
643700 3.144394 1.613792 0.161601
643800 3.144353 0.448856 0.183848
643900 3.144373 0.731191 0.677070
644000 3.144370 2.427970 0.727018
644100 3.144413 2.007611 0.939520
644200 3.144372 2.712605 0.148505
644300 3.144315 1.594866 0.777637
644400 3.144327 1.844864 0.406947
644500 3.144317 0.925936 0.665627
644600 3.144321 1.347201 0.737513
644700 3.144372 0.902518 0.953999
644800 3.144354 3.026941 0.602804
644900 3.144358 1.835643 0.284738
645000 3.144371 1.908861 0.340828
645100 3.144406 0.236029 0.343272
645200 3.144349 3.071179 0.323985
645300 3.144338 0.119362 0.922881
645400 3.144328 0.065822 0.677918
645500 3.144424 2.896251 0.859130
645600 3.144437 2.187173 0.157558
645700 3.144426 3.132750 0.923331
645800 3.144446 0.974205 0.253101
645900 3.144389 0.486831 0.162806
646000 3.144409 1.224850 0.686469
646100 3.144422 2.466961 0.298852
646200 3.144449 2.352938 0.878310
646300 3.144492 0.992295 0.861086
646400 3.144504 1.784840 0.412008
646500 3.144486 1.839909 0.502295
646600 3.144498 1.823975 0.980775
646700 3.144510 1.838642 0.272890
646800 3.144492 2.520358 0.244115
646900 3.144520 2.983270 0.329552
647000 3.144516 2.435526 0.478181
647100 3.144552 1.861878 0.088964
647200 3.144579 2.443666 0.424363
647300 3.144538 1.379029 0.030100
647400 3.144550 1.270086 0.737525
647500 3.144463 0.631004 0.409790
647600 3.144468 1.485851 0.165764
647700 3.144465 0.951109 0.145585
647800 3.144454 2.390228 0.421035
647900 3.144436 2.487524 0.795563
648000 3.144341 2.020391 0.442871
648100 3.144300 0.285659 0.175985
648200 3.144335 2.832580 0.627574
648300 3.144340 0.484167 0.386498
648400 3.144314 1.567618 0.747983
648500 3.144349 0.793499 0.729317
648600 3.144491 2.834425 0.920067
648700 3.144480 2.902539 0.457880
648800 3.144470 1.858247 0.983452
648900 3.144459 1.703288 0.670892
649000 3.144449 2.132898 0.190326
649100 3.144430 0.470188 0.683034
649200 3.144412 1.449663 0.639586
649300 3.144432 0.461319 0.170373
649400 3.144383 1.916352 0.749155
649500 3.144403 1.444136 0.602418
649600 3.144392 1.260570 0.277063
649700 3.144443 2.779846 0.887875
649800 3.144439 1.784434 0.076861
649900 3.144437 2.851245 0.734813
650000 3.144464 0.343287 0.131977
650100 3.144446 3.058227 0.264419
650200 3.144420 0.821104 0.026519
650300 3.144424 1.172170 0.029781
650400 3.144429 0.530430 0.102768
650500 3.144388 1.213810 0.056552
650600 3.144347 2.472402 0.220008
650700 3.144299 0.456364 0.829466
650800 3.144364 0.621688 0.592469
650900 3.144353 0.289097 0.725378
651000 3.144282 1.668861 0.322677
651100 3.144325 2.954050 0.689026
651200 3.144375 0.625981 0.730960
651300 3.144364 1.216856 0.901298
651400 3.144308 1.518633 0.230102
651500 3.144328 2.297536 0.863455
651600 3.144310 0.990654 0.505237
651700 3.144291 1.759678 0.573895
651800 3.144251 2.354724 0.549158
651900 3.144278 0.966685 0.779375
652000 3.144283 1.937965 0.464252
652100 3.144279 1.466765 0.687062
652200 3.144277 0.421875 0.449132
652300 3.144228 2.896063 0.353448
652400 3.144217 1.138259 0.935048
652500 3.144192 1.294287 0.835397
652600 3.144151 1.814743 0.676965
652700 3.144110 0.503044 0.020376
652800 3.144107 1.921895 0.894390
652900 3.144082 1.947822 0.185500
653000 3.144086 0.470311 0.178695
653100 3.144083 0.870983 0.153581
653200 3.144096 2.875088 0.152865
653300 3.144123 1.901035 0.224256
653400 3.144097 3.093494 0.480826
653500 3.144125 0.158537 0.020272
653600 3.144205 0.483875 0.540448
653700 3.144119 1.247241 0.036764
653800 3.144101 2.422579 0.131711
653900 3.144120 1.005813 0.307846
654000 3.144185 2.553566 0.538872
654100 3.144175 2.493610 0.185168
654200 3.144119 0.965408 0.777759
654300 3.144124 2.614569 0.600878
654400 3.144121 1.502519 0.338233
654500 3.144118 0.255496 0.613110
654600 3.144085 1.792186 0.146050
654700 3.144089 0.730031 0.370677
654800 3.144071 2.341104 0.603701
654900 3.144083 0.654022 0.231546
655000 3.144058 1.010182 0.338807
655100 3.144123 1.350623 0.391454
655200 3.144112 0.396622 0.448086
655300 3.144155 2.870318 0.387977
655400 3.144122 2.047690 0.466962
655500 3.144111 2.179979 0.197264
655600 3.144131 3.051869 0.931132
655700 3.144090 1.776977 0.741657
655800 3.144102 1.852147 0.806327
655900 3.144152 2.544958 0.829786
656000 3.144164 0.889262 0.951595
656100 3.144139 1.081223 0.017105
656200 3.144053 3.104906 0.103531
656300 3.144020 3.110146 0.453632
656400 3.144085 1.872928 0.555353
656500 3.144037 1.547062 0.696223
656600 3.144004 1.288048 0.810376
656700 3.143963 0.130497 0.821420
656800 3.143998 1.620454 0.134574
656900 3.143965 2.750159 0.716585
657000 3.143917 2.638675 0.075204
657100 3.144004 0.072487 0.234572
657200 3.144024 2.199188 0.707772
657300 3.144073 2.492128 0.666541
657400 3.144086 1.875305 0.863995
657500 3.144007 1.205527 0.399317
657600 3.144005 2.668416 0.330430
657700 3.144002 2.640664 0.578379
657800 3.143961 1.514542 0.595841
657900 3.143958 0.688664 0.366524
658000 3.143993 3.085800 0.192115
658100 3.143938 2.260560 0.102655
658200 3.143980 0.467238 0.773578
658300 3.143992 1.820898 0.733617
658400 3.143951 0.854044 0.379538
658500 3.143949 2.422473 0.086875
658600 3.143975 2.879440 0.674237
658700 3.143965 1.593370 0.098642
658800 3.143962 1.529521 0.955784
658900 3.143959 1.432513 0.670982
659000 3.144032 0.984432 0.914773
659100 3.143999 2.660612 0.569099
659200 3.143928 0.315327 0.380011
659300 3.143925 2.687613 0.140481
659400 3.143885 3.099642 0.336595
659500 3.143875 2.280901 0.818100
659600 3.143834 0.834065 0.685538
659700 3.143809 2.862561 0.350519
659800 3.143828 2.899057 0.157380
659900 3.143856 2.423236 0.983240
660000 3.143838 0.178716 0.778068
660100 3.143753 2.874947 0.766004
660200 3.143757 2.460299 0.650273
660300 3.143762 0.115833 0.465450
660400 3.143781 0.039136 0.344757
660500 3.143808 1.181262 0.556789
660600 3.143813 1.666437 0.187742
660700 3.143795 0.443517 0.515949
660800 3.143748 2.997687 0.272007
660900 3.143715 2.117936 0.241999
661000 3.143719 2.033995 0.255308
661100 3.143739 0.528356 0.984333
661200 3.143706 2.860216 0.674488
661300 3.143681 1.404220 0.637722
661400 3.143671 0.666561 0.638204
661500 3.143705 1.137173 0.445388
661600 3.143695 0.454282 0.767991
661700 3.143677 0.201587 0.305687
661800 3.143644 0.292795 0.215798
661900 3.143626 0.938333 0.038564
662000 3.143631 2.395720 0.232931
662100 3.143606 1.695066 0.368417
662200 3.143618 2.963654 0.283008
662300 3.143638 2.802063 0.369845
662400 3.143612 2.983775 0.398208
662500 3.143669 3.134335 0.317999
662600 3.143696 1.243784 0.953245
662700 3.143656 0.910946 0.862494
662800 3.143646 0.849693 0.356937
662900 3.143680 2.922705 0.706556
663000 3.143700 1.950512 0.648374
663100 3.143682 2.982607 0.552454
663200 3.143664 1.307813 0.775809
663300 3.143706 2.490336 0.816601
663400 3.143696 0.275392 0.482601
663500 3.143648 0.385462 0.146211
663600 3.143608 0.505718 0.971087
663700 3.143538 0.653280 0.018959
663800 3.143513 0.208669 0.580813
663900 3.143503 2.836480 0.252269
664000 3.143552 3.018935 0.126464
664100 3.143579 0.389477 0.171530
664200 3.143487 1.440478 0.930270
664300 3.143551 2.811305 0.911092
664400 3.143512 1.097741 0.222296
664500 3.143509 0.295553 0.798262
664600 3.143469 2.150127 0.493339
664700 3.143429 2.056015 0.724754
664800 3.143411 0.668719 0.059046
664900 3.143430 0.358014 0.107987
665000 3.143346 2.994646 0.804117
665100 3.143358 1.228351 0.004132
665200 3.143400 1.530118 0.892396
665300 3.143368 1.561423 0.249337
665400 3.143394 1.210043 0.999802
665500 3.143384 2.012049 0.209761
665600 3.143419 0.442773 0.428545
665700 3.143364 2.090687 0.040489
665800 3.143420 0.746314 0.963180
665900 3.143395 3.015559 0.444820
666000 3.143355 1.627449 0.776558
666100 3.143264 2.949998 0.835976
666200 3.143283 0.045892 0.844764
666300 3.143265 0.005461 0.693323
666400 3.143270 1.985999 0.297318
666500 3.143253 1.423211 0.064616
666600 3.143250 0.802349 0.656679
666700 3.143277 1.166249 0.782272
666800 3.143370 0.912057 0.935343
666900 3.143382 1.449050 0.384646
667000 3.143291 0.569577 0.521217
667100 3.143332 2.679091 0.227745
667200 3.143359 2.030374 0.652181
667300 3.143342 1.999250 0.772114
667400 3.143391 2.214866 0.228674
667500 3.143455 2.575396 0.675475
667600 3.143444 0.014766 0.587793
667700 3.143449 1.800992 0.540361
667800 3.143461 2.304990 0.011513
667900 3.143436 0.055152 0.900895
668000 3.143426 0.990405 0.927073
668100 3.143453 2.618240 0.671709
668200 3.143450 2.794449 0.720476
668300 3.143506 0.066163 0.103111
668400 3.143496 1.531510 0.125369
668500 3.143479 2.366015 0.449485
668600 3.143491 0.652305 0.143879
668700 3.143510 0.129889 0.304223
668800 3.143485 2.785983 0.101290
668900 3.143512 0.606193 0.134565
669000 3.143524 0.907099 0.764945
669100 3.143543 2.224059 0.266464
669200 3.143533 0.062717 0.164681
669300 3.143486 1.159788 0.130223
669400 3.143512 0.437094 0.606322
669500 3.143502 2.809154 0.831271
669600 3.143514 2.297339 0.690888
669700 3.143519 1.563920 0.055354
669800 3.143583 0.649819 0.802869
669900 3.143580 2.510926 0.063595
670000 3.143606 0.494742 0.197381
670100 3.143611 2.910750 0.746877
670200 3.143631 1.851950 0.405106
670300 3.143657 0.961773 0.585031
670400 3.143684 2.000608 0.535123
670500 3.143703 1.204847 0.969670
670600 3.143722 2.731649 0.808565
670700 3.143756 1.060482 0.826641
670800 3.143724 0.468063 0.969884
670900 3.143721 1.997250 0.288380
671000 3.143660 3.097374 0.155693
671100 3.143627 2.863747 0.736712
671200 3.143617 2.855296 0.930726
671300 3.143585 3.077332 0.562718
671400 3.143531 1.997471 0.070172
671500 3.143543 2.165696 0.807054
671600 3.143569 1.093765 0.174173
671700 3.143537 2.304323 0.083356
671800 3.143579 2.956408 0.903886
671900 3.143568 2.955779 0.588242
672000 3.143543 0.174126 0.459088
672100 3.143600 3.110839 0.979214
672200 3.143582 2.548002 0.832706
672300 3.143572 2.534337 0.193144
672400 3.143547 2.165848 0.762214
672500 3.143544 2.284491 0.094305
672600 3.143542 1.988295 0.574092
672700 3.143509 1.446371 0.431209
672800 3.143521 3.118958 0.452889
672900 3.143504 1.032455 0.141642
673000 3.143508 0.674500 0.845181
673100 3.143484 0.706402 0.344113
673200 3.143510 0.430279 0.220286
673300 3.143456 3.114471 0.220532
673400 3.143439 1.986286 0.274711
673500 3.143450 1.925890 0.807311
673600 3.143485 2.694910 0.425723
673700 3.143460 1.052313 0.230299
673800 3.143457 2.365079 0.550307
673900 3.143469 2.766837 0.634699
674000 3.143481 0.615305 0.189984
674100 3.143434 0.629787 0.878822
674200 3.143431 3.045597 0.119669
674300 3.143450 2.445527 0.061113
674400 3.143514 2.063650 0.283081
674500 3.143496 2.643615 0.374748
674600 3.143457 2.668630 0.427546
674700 3.143447 1.929987 0.814966
674800 3.143459 2.658876 0.494052
674900 3.143471 2.184941 0.543561
675000 3.143431 2.725635 0.080235
675100 3.143414 1.063313 0.972342
675200 3.143470 0.975396 0.655598
675300 3.143511 2.804564 0.692011
675400 3.143537 0.988783 0.043662
675500 3.143520 1.190202 0.135175
675600 3.143510 3.007868 0.429754
675700 3.143471 1.322667 0.314561
675800 3.143461 2.259021 0.280051
675900 3.143458 2.631087 0.952344
676000 3.143470 3.104243 0.503376
676100 3.143445 1.129953 0.378947
676200 3.143333 2.954992 0.051624
676300 3.143359 1.716786 0.916606
676400 3.143305 2.317214 0.397983
676500 3.143222 1.609047 0.858927
676600 3.143190 2.616315 0.296310
676700 3.143224 2.082416 0.820199
676800 3.143156 0.449429 0.570750
676900 3.143146 0.505970 0.407608
677000 3.143114 2.007997 0.060570
677100 3.143089 0.454424 0.973125
677200 3.143101 3.001111 0.082630
677300 3.143128 2.156513 0.897096
677400 3.143110 2.746700 0.742908
677500 3.143071 0.257291 0.117757
677600 3.143069 0.010512 0.248911
677700 3.143088 1.831730 0.957733
677800 3.143085 2.379165 0.154130
677900 3.143162 2.837376 0.056386
678000 3.143255 0.623832 0.005085
678100 3.143259 0.067547 0.992395
678200 3.143220 0.234548 0.966196
678300 3.143224 2.429160 0.621843
678400 3.143302 0.026144 0.056366
678500 3.143321 0.465135 0.958305
678600 3.143377 0.802836 0.550873
678700 3.143359 2.826638 0.185561
678800 3.143371 0.061996 0.061965
678900 3.143325 2.333145 0.179677
679000 3.143344 2.589140 0.220217
679100 3.143414 0.130672 0.805099
679200 3.143477 0.394245 0.663865
679300 3.143452 0.747878 0.609367
679400 3.143471 0.802937 0.555567
679500 3.143527 2.157631 0.337760
679600 3.143560 1.260677 0.253852
679700 3.143470 0.768784 0.067718
679800 3.143460 0.321188 0.943211
679900 3.143457 2.727484 0.686041
680000 3.143426 1.992773 0.899372
680100 3.143452 1.496503 0.751983
680200 3.143428 1.005586 0.157342
680300 3.143512 0.544812 0.325033
680400 3.143582 1.001519 0.536770
680500 3.143594 2.441540 0.056064
680600 3.143533 1.647020 0.196211
680700 3.143566 1.842851 0.022296
680800 3.143607 0.701408 0.007623
680900 3.143626 1.723996 0.906886
681000 3.143689 2.594349 0.667347
681100 3.143744 0.817505 0.759446
681200 3.143691 2.339076 0.493546
681300 3.143681 1.673247 0.871019
681400 3.143649 1.255632 0.687627
681500 3.143624 2.333000 0.253408
681600 3.143629 1.207940 0.838383
681700 3.143619 1.497617 0.655514
681800 3.143631 0.037003 0.949483
681900 3.143606 0.882099 0.752646
682000 3.143581 1.552315 0.851375
682100 3.143550 1.791924 0.650876
682200 3.143540 2.255681 0.306148
682300 3.143595 0.190068 0.877392
682400 3.143628 2.298589 0.366580
682500 3.143647 1.992287 0.682968
682600 3.143659 2.147764 0.954851
682700 3.143671 0.010325 0.606088
682800 3.143632 2.125303 0.241383
